data_ID	filenames	type	total_sequences	total_bases_raw	total_bases	poor_quality_sequences	sequence_length	pct_gc	Basic Statistics	Per base sequence quality	Per tile sequence quality	Per sequence quality scores	Per base sequence content	Per sequence GC content	Per base N content	Sequence Length Distribution	Sequence Duplication Levels	Overrepresented sequences	Adapter Content
GATA6_TBX21_3_YYI_TGACCA40NTCC	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GATA6_TBX21_3_YYI_TGACCA40NTCC.fastq.gz	signal	223826	8.9 Mbp	8900000	0	40	49	PASS	PASS	FAIL	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
GATA6_TBX6_3_YAAII_TGACCA40NTCC	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GATA6_TBX6_3_YAAII_TGACCA40NTCC.fastq.gz	signal	212065	8.4 Mbp	8400000	0	40	51	PASS	PASS	WARN	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
GATA6_TGIF2LX_3_YVII_TGACCA40NTCC	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GATA6_TGIF2LX_3_YVII_TGACCA40NTCC.fastq.gz	signal	241635	9.6 Mbp	9600000	0	40	52	PASS	PASS	FAIL	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
GCM1_ERG_3_YYII_TTGTGA40NTCCC	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GCM1_ERG_3_YYII_TTGTGA40NTCCC.fastq.gz	signal	235975	9.4 Mbp	9400000	0	40	54	PASS	PASS	WARN	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
GCM1_ETV1_3_YRIIII_TTGTGA40NTCCC	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GCM1_ETV1_3_YRIIII_TTGTGA40NTCCC.fastq.gz	signal	222330	8.8 Mbp	8800000	0	40	54	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
GCM1_ETV4_3_YSIII_TTGTGA40NTCCC	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GCM1_ETV4_3_YSIII_TTGTGA40NTCCC.fastq.gz	signal	237505	9.5 Mbp	9500000	0	40	54	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
GCM1_ETV5_3_YKII_TTGTGA40NTCCC	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GCM1_ETV5_3_YKII_TTGTGA40NTCCC.fastq.gz	signal	190572	7.6 Mbp	7600000	0	40	52	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
GCM1_FLI1_3_YYIII_TTGTGA40NTCCC	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GCM1_FLI1_3_YYIII_TTGTGA40NTCCC.fastq.gz	signal	228267	9.1 Mbp	9100000	0	40	56	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	WARN	PASS	PASS
GCM1_FOXO1_3_YIII_TTGTGA40NTCCC	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GCM1_FOXO1_3_YIII_TTGTGA40NTCCC.fastq.gz	signal	164775	6.5 Mbp	6500000	0	40	53	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
GCM1_GABPA_3_YYIIII_TGAGAG40NCGC	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GCM1_GABPA_3_YYIIII_TGAGAG40NCGC.fastq.gz	signal	223547	8.9 Mbp	8900000	0	40	55	PASS	PASS	FAIL	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
GLI2_FLI1_3_YYIII_TCGTCT40NGGTG	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GLI2_FLI1_3_YYIII_TCGTCT40NGGTG.fastq.gz	signal	274102	10.9 Mbp	10900000	0	40	55	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
GLI2_SOX11_3_YUIII_TCGTCT40NGGTG	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GLI2_SOX11_3_YUIII_TCGTCT40NGGTG.fastq.gz	signal	154030	6.1 Mbp	6100000	0	40	49	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
GLI3_FLI1_3_YYIII_TTAGGA40NTCT	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GLI3_FLI1_3_YYIII_TTAGGA40NTCT.fastq.gz	signal	253700	10.1 Mbp	10100000	0	40	56	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
GLI3_GABPA_3_YYIIII_TTTGCT40NCGT	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GLI3_GABPA_3_YYIIII_TTTGCT40NCGT.fastq.gz	signal	252995	10.1 Mbp	10100000	0	40	52	PASS	PASS	FAIL	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
GLI3_RFX3_3_YSII_TTTGCT40NCGT	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GLI3_RFX3_3_YSII_TTTGCT40NCGT.fastq.gz	signal	255456	10.2 Mbp	10200000	0	40	52	PASS	PASS	FAIL	PASS	WARN	PASS	PASS	PASS	WARN	PASS	PASS
GLI3_SOX11_3_YUIII_TTAGGA40NTCT	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GLI3_SOX11_3_YUIII_TTAGGA40NTCT.fastq.gz	signal	196397	7.8 Mbp	7800000	0	40	52	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	WARN	PASS
gntR_TEAD4_3_YJII_TACAGA40NCGGA	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/gntR_TEAD4_3_YJII_TACAGA40NCGGA.fastq.gz	signal	206484	8.2 Mbp	8199999.999999999	0	40	41	PASS	PASS	FAIL	PASS	WARN	PASS	PASS	PASS	WARN	PASS	PASS
GSC2_FLI1_3_YYIII_TTTCTA40NCAT	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GSC2_FLI1_3_YYIII_TTTCTA40NCAT.fastq.gz	signal	210363	8.4 Mbp	8400000	0	40	54	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
GSC_FLI1_3_YYIII_TATAGT40NATAA	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GSC_FLI1_3_YYIII_TATAGT40NATAA.fastq.gz	signal	250131	10 Mbp	10000000	0	40	51	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
GSC_MEIS3_3_YRIIII_TGCCAC40NGCC	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GSC_MEIS3_3_YRIIII_TGCCAC40NGCC.fastq.gz	signal	211727	8.4 Mbp	8400000	0	40	55	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
GSC_TBX20_3_YWIIII_TATAGT40NATAA	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GSC_TBX20_3_YWIIII_TATAGT40NATAA.fastq.gz	signal	247208	9.8 Mbp	9800000	0	40	45	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	WARN	PASS	PASS
GSC_TBX21_3_YYI_TGCCAC40NGCC	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GSC_TBX21_3_YYI_TGCCAC40NGCC.fastq.gz	signal	307234	12.2 Mbp	12200000	0	40	52	PASS	PASS	FAIL	PASS	FAIL	PASS	PASS	PASS	FAIL	WARN	PASS
GSC_TBX4_3_YWII_TGCCAC40NGCC	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GSC_TBX4_3_YWII_TGCCAC40NGCC.fastq.gz	signal	262454	10.4 Mbp	10400000	0	40	55	PASS	PASS	WARN	PASS	FAIL	PASS	PASS	PASS	WARN	PASS	PASS
GSX1_FLI1_3_YYIII_TCTCTC40NTTG	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GSX1_FLI1_3_YYIII_TCTCTC40NTTG.fastq.gz	signal	222078	8.8 Mbp	8800000	0	40	54	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	WARN	PASS	PASS
GSX1_PAX2_3_YZII_TCTCTC40NTTG	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GSX1_PAX2_3_YZII_TCTCTC40NTTG.fastq.gz	signal	179769	7.1 Mbp	7100000	0	40	55	PASS	PASS	WARN	PASS	FAIL	PASS	PASS	PASS	WARN	PASS	PASS
GSX1_TBX20_3_YWIIII_TCTCTC40NTTG	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GSX1_TBX20_3_YWIIII_TCTCTC40NTTG.fastq.gz	signal	202892	8.1 Mbp	8100000	0	40	45	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	WARN	PASS	PASS
GSX1_TBX21_3_YYI_TCAAAG40NGAG	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GSX1_TBX21_3_YYI_TCAAAG40NGAG.fastq.gz	signal	214281	8.5 Mbp	8500000	0	40	44	PASS	PASS	FAIL	PASS	FAIL	PASS	PASS	PASS	WARN	PASS	PASS
GSX1_TBX4_3_YWII_TCAAAG40NGAG	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GSX1_TBX4_3_YWII_TCAAAG40NGAG.fastq.gz	signal	205341	8.2 Mbp	8199999.999999999	0	40	46	PASS	PASS	WARN	PASS	WARN	PASS	PASS	PASS	WARN	WARN	PASS
GSX2_ELF1_3_YADIIII_TCGCGT40NCGG	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GSX2_ELF1_3_YADIIII_TCGCGT40NCGG.fastq.gz	signal	257846	10.3 Mbp	10300000	0	40	49	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
GSX2_FLI1_3_YYIII_TCGCGT40NCGG	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GSX2_FLI1_3_YYIII_TCGCGT40NCGG.fastq.gz	signal	263956	10.5 Mbp	10500000	0	40	45	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
GSX2_ONECUT1_3_YJII_TTGTAG40NTCT	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GSX2_ONECUT1_3_YJII_TTGTAG40NTCT.fastq.gz	signal	189637	7.5 Mbp	7500000	0	40	37	PASS	PASS	FAIL	PASS	WARN	PASS	PASS	PASS	WARN	WARN	PASS
GSX2_TBX20_3_YWIIII_TCGCGT40NCGG	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GSX2_TBX20_3_YWIIII_TCGCGT40NCGG.fastq.gz	signal	258153	10.3 Mbp	10300000	0	40	39	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	WARN	PASS	PASS
GSX2_TBX21_3_YYI_TTGTAG40NTCT	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GSX2_TBX21_3_YYI_TTGTAG40NTCT.fastq.gz	signal	213563	8.5 Mbp	8500000	0	40	44	PASS	PASS	FAIL	PASS	WARN	PASS	PASS	PASS	WARN	PASS	PASS
GSX2_TBX4_3_YWII_TTGTAG40NTCT	/scratch/project_2013895/SELEX/data/Xie2025/submitted_ftp/GSX2_TBX4_3_YWII_TTGTAG40NTCT.fastq.gz	signal	246409	9.8 Mbp	9800000	0	40	45	PASS	PASS	WARN	PASS	WARN	PASS	PASS	PASS	PASS	WARN	PASS
