data_ID	filenames	type	total_sequences	total_bases_raw	total_bases	poor_quality_sequences	sequence_length	pct_gc	Basic Statistics	Per base sequence quality	Per tile sequence quality	Per sequence quality scores	Per base sequence content	Per sequence GC content	Per base N content	Sequence Length Distribution	Sequence Duplication Levels	Overrepresented sequences	Adapter Content
CREB3_TAGAAC20NCG_AD_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/CREB3_TAGAAC20NCG_AD_4.fastq.gz	signal	81549	1.6 Mbp	1600000	0	20	52	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
Cebpb_TCCTAA20NATC_Z_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Cebpb_TCCTAA20NATC_Z_2.fastq.gz	signal	184505	3.6 Mbp	3600000	0	20	43	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
Creb3l2_TAACGG20NGCA_Z_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Creb3l2_TAACGG20NGCA_Z_4.fastq.gz	signal	161236	3.2 Mbp	3200000	0	20	47	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
Creb5_TATCGC20NCG_Z_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Creb5_TATCGC20NCG_Z_3.fastq.gz	signal	23551	471 kbp	471000	0	20	49	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
DBP_TAACTT20NCG_W_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/DBP_TAACTT20NCG_W_2.fastq.gz	signal	185603	3.7 Mbp	3700000	0	20	44	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
DBP_TGCGGG20NGGC_AE_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/DBP_TGCGGG20NGGC_AE_2.fastq.gz	signal	114853	2.2 Mbp	2200000	0	20	41	PASS	PASS	NA	PASS	WARN	WARN	PASS	PASS	PASS	PASS	PASS
Dbp_TAAATG20NCG_Z_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Dbp_TAAATG20NCG_Z_2.fastq.gz	signal	160646	3.2 Mbp	3200000	0	20	45	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
HLF_TAGCCT20NCG_AD_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HLF_TAGCCT20NCG_AD_3.fastq.gz	signal	256665	5.1 Mbp	5100000	0	20	49	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
Hlf_TCAATT20NTA_P_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Hlf_TCAATT20NTA_P_3.fastq.gz	signal	155922	3.1 Mbp	3100000	0	20	49	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
JDP2_TCCTTT20NTTC_AC_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/JDP2_TCCTTT20NTTC_AC_4.fastq.gz	signal	108974	2.1 Mbp	2100000	0	20	48	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
JDP2_TGTTCA20NGA_AE_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/JDP2_TGTTCA20NGA_AE_3.fastq.gz	signal	242250	4.8 Mbp	4800000	0	20	50	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	WARN	PASS
Jdp2_TATCTG20NCG_Z_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Jdp2_TATCTG20NCG_Z_3.fastq.gz	signal	47366	947.3 kbp	947300	0	20	49	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	WARN	WARN	PASS
MAFF_TGGAAT20NAAT_Z_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/MAFF_TGGAAT20NAAT_Z_4.fastq.gz	signal	26555	531.1 kbp	531100	0	20	44	PASS	PASS	NA	PASS	WARN	WARN	PASS	PASS	PASS	PASS	PASS
MAFG_TGTAAA40NAAG_AI_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/MAFG_TGTAAA40NAAG_AI_3.fastq.gz	signal	46769	1.8 Mbp	1800000	0	40	46	PASS	PASS	NA	PASS	WARN	PASS	WARN	PASS	PASS	PASS	PASS
MAFK_TGCCTG30NTCC_AI_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/MAFK_TGCCTG30NTCC_AI_2.fastq.gz	signal	239890	7.1 Mbp	7100000	0	30	48	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
MAFK_TTAAAG20NTA_AE_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/MAFK_TTAAAG20NTA_AE_3.fastq.gz	signal	144041	2.8 Mbp	2800000	0	20	49	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	WARN	PASS
Mafb_TCGTTA20NTTT_AA_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Mafb_TCGTTA20NTTT_AA_3.fastq.gz	both	118964	2.3 Mbp	2300000	0	20	48	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
Mafb_TCGTTA20NTTT_AA_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Mafb_TCGTTA20NTTT_AA_4.fastq.gz	signal	150486	3 Mbp	3000000	0	20	46	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
NFE2_TGTAGG20NGA_AC_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/NFE2_TGTAGG20NGA_AC_4.fastq.gz	signal	37782	755.6 kbp	755600	0	20	49	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	WARN	WARN	PASS
NFIL3_TAGACG20NCG_Y_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/NFIL3_TAGACG20NCG_Y_2.fastq.gz	signal	43469	869.3 kbp	869300	0	20	46	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
NRL_TGGAGC20NGA_O_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/NRL_TGGAGC20NGA_O_4.fastq.gz	signal	83777	1.6 Mbp	1600000	0	20	47	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
TEF_TATAAG20NTA_Q_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/TEF_TATAAG20NTA_Q_3.fastq.gz	signal	192277	3.8 Mbp	3800000	0	20	41	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	WARN	PASS	PASS
TEF_AGGTG14N_S_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/TEF_AGGTG14N_S_3.fastq.gz	signal	131175	1.8 Mbp	1800000	0	14	32	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
XBP1_TGTTCA20NGA_AC_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/XBP1_TGTTCA20NGA_AC_3.fastq.gz	signal	274204	5.4 Mbp	5400000	0	20	50	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
FOXB1_TGAGCA30NCGA_AI_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/FOXB1_TGAGCA30NCGA_AI_3.fastq.gz	signal	432698	12.9 Mbp	12900000	0	30	45	PASS	PASS	NA	PASS	WARN	PASS	WARN	PASS	PASS	PASS	PASS
FOXB1_TCTGGT20NGGG_AE_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/FOXB1_TCTGGT20NGGG_AE_4.fastq.gz	signal	23887	477.7 kbp	477700	0	20	50	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
FOXC1_TGAGGC30NGGA_AI_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/FOXC1_TGAGGC30NGGA_AI_3.fastq.gz	signal	189009	5.6 Mbp	5600000	0	30	39	PASS	PASS	NA	PASS	WARN	WARN	WARN	PASS	PASS	PASS	PASS
FOXC2_TGAGTG30NTGA_AI_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/FOXC2_TGAGTG30NTGA_AI_3.fastq.gz	signal	546499	16.3 Mbp	16300000	0	30	37	PASS	PASS	NA	PASS	FAIL	FAIL	WARN	PASS	PASS	PASS	PASS
FOXD2_TGCTCG20NCTC_Z_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/FOXD2_TGCTCG20NCTC_Z_2.fastq.gz	signal	76771	1.5 Mbp	1500000	0	20	42	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
FOXD3_TGGGGT20NGGT_Z_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/FOXD3_TGGGGT20NGGT_Z_3.fastq.gz	signal	37102	742 kbp	742000	0	20	35	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
FOXG1_TGGTTC20NGA_AA_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/FOXG1_TGGTTC20NGA_AA_4.fastq.gz	signal	168888	3.3 Mbp	3300000	0	20	50	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	WARN	PASS
FOXI1_TCGGAA20NGA_AF_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/FOXI1_TCGGAA20NGA_AF_4.fastq.gz	signal	73033	1.4 Mbp	1400000	0	20	49	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	WARN	PASS
FOXJ2_TGACGA20NGA_W_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/FOXJ2_TGACGA20NGA_W_3.fastq.gz	signal	174486	3.4 Mbp	3400000	0	20	41	PASS	PASS	NA	PASS	FAIL	FAIL	PASS	PASS	PASS	PASS	PASS
FOXJ2_TGACGA20NGA_W_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/FOXJ2_TGACGA20NGA_W_2.fastq.gz	both	122106	2.4 Mbp	2400000	0	20	48	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
FOXJ3_TAGTGG20NGTT_AC_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/FOXJ3_TAGTGG20NGTT_AC_4.fastq.gz	signal	79246	1.5 Mbp	1500000	0	20	44	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
FOXK1_GACAG14N_S_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/FOXK1_GACAG14N_S_4.fastq.gz	signal	24487	342.8 kbp	342800	0	14	45	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	WARN	PASS
FOXL1_TGCTCG20NCTC_W_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/FOXL1_TGCTCG20NCTC_W_2.fastq.gz	signal	118652	2.3 Mbp	2300000	0	20	42	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
FOXO1_TTCAGC20NTA_AF_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/FOXO1_TTCAGC20NTA_AF_3.fastq.gz	signal	225057	4.5 Mbp	4500000	0	20	48	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
FOXO3_TGTTGC20NGTG_W_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/FOXO3_TGTTGC20NGTG_W_4.fastq.gz	signal	22732	454.6 kbp	454600	0	20	47	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	WARN	PASS
FOXO4_TGACTC20NGA_AC_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/FOXO4_TGACTC20NGA_AC_3.fastq.gz	signal	161839	3.2 Mbp	3200000	0	20	48	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	WARN	PASS
FOXO6_TCGTGT30NGTT_AH_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/FOXO6_TCGTGT30NGTT_AH_4.fastq.gz	signal	761710	22.8 Mbp	22800000	0	30	47	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
FOXO6_TCGTGT30NGTT_AH_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/FOXO6_TCGTGT30NGTT_AH_3.fastq.gz	both	488818	14.6 Mbp	14600000	0	30	48	PASS	PASS	NA	PASS	WARN	PASS	WARN	PASS	PASS	PASS	PASS
FOXP3_TCAATT20NTAA_Y_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/FOXP3_TCAATT20NTAA_Y_4.fastq.gz	signal	54654	1 Mbp	1000000	0	20	44	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
Foxc1_CCCCT14N_T_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Foxc1_CCCCT14N_T_4.fastq.gz	signal	80798	1.1 Mbp	1100000	0	14	45	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	WARN	PASS
Foxg1_TATCTG20NTCG_AF_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Foxg1_TATCTG20NTCG_AF_4.fastq.gz	signal	22403	448 kbp	448000	0	20	36	PASS	PASS	NA	PASS	FAIL	FAIL	PASS	PASS	WARN	FAIL	PASS
Foxj3_TAAACA20NCAA_AF_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Foxj3_TAAACA20NCAA_AF_4.fastq.gz	signal	130652	2.6 Mbp	2600000	0	20	35	PASS	PASS	NA	PASS	FAIL	FAIL	PASS	PASS	PASS	WARN	PASS
Foxj3_TAAACA20NCAA_AF_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Foxj3_TAAACA20NCAA_AF_3.fastq.gz	both	344735	6.8 Mbp	6800000	0	20	44	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
Foxk1_TGGGTA20NCG_Q_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Foxk1_TGGGTA20NCG_Q_4.fastq.gz	signal	682549	13.6 Mbp	13600000	0	20	51	PASS	PASS	NA	PASS	WARN	WARN	PASS	PASS	PASS	WARN	PASS
ALX3_TGTAAA20NAAG_Z_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/ALX3_TGTAAA20NAAG_Z_2.fastq.gz	signal	203891	4 Mbp	4000000	0	20	34	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
ALX3_TGCAAG20NGA_AE_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/ALX3_TGCAAG20NGA_AE_2.fastq.gz	signal	235959	4.7 Mbp	4700000	0	20	46	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
ALX4_TGTGTC20NGA_W_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/ALX4_TGTGTC20NGA_W_2.fastq.gz	signal	192252	3.8 Mbp	3800000	0	20	37	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
ARX_TGCGTT20NTGC_Z_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/ARX_TGCGTT20NTGC_Z_2.fastq.gz	signal	147307	2.9 Mbp	2900000	0	20	28	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
Alx1_TAAAGC20NCG_Z_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Alx1_TAAAGC20NCG_Z_3.fastq.gz	signal	255766	5.1 Mbp	5100000	0	20	29	PASS	PASS	NA	PASS	WARN	WARN	PASS	PASS	PASS	PASS	PASS
Alx4_TGGTAG20NCG_P_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Alx4_TGGTAG20NCG_P_2.fastq.gz	signal	113961	2.2 Mbp	2200000	0	20	34	PASS	PASS	NA	PASS	WARN	FAIL	PASS	PASS	PASS	PASS	PASS
Arx_TCGCAT20NACT_AC_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Arx_TCGCAT20NACT_AC_2.fastq.gz	signal	485745	9.7 Mbp	9700000	0	20	41	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
BARHL2_TATTGT20NGTG_AC_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/BARHL2_TATTGT20NGTG_AC_2.fastq.gz	both	175276	3.5 Mbp	3500000	0	20	41	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
BARHL2_TATTGT20NGTG_AC_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/BARHL2_TATTGT20NGTG_AC_3.fastq.gz	signal	343435	6.8 Mbp	6800000	0	20	35	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
BARHL2_TCCAGT40NGAC_AI_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/BARHL2_TCCAGT40NGAC_AI_3.fastq.gz	both	459942	18.3 Mbp	18300000	0	40	44	PASS	PASS	NA	PASS	WARN	PASS	WARN	PASS	PASS	PASS	PASS
BARHL2_TCCAGT40NGAC_AI_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/BARHL2_TCCAGT40NGAC_AI_4.fastq.gz	signal	504263	20.1 Mbp	20100000	0	40	42	PASS	PASS	NA	PASS	FAIL	WARN	FAIL	PASS	PASS	PASS	PASS
BARX1_TATTCG20NCTG_AC_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/BARX1_TATTCG20NCTG_AC_3.fastq.gz	signal	397388	7.9 Mbp	7900000	0	20	37	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
BSX_TATGAA20NCG_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/BSX_TATGAA20NCG_Y_3.fastq.gz	signal	149224	2.9 Mbp	2900000	0	20	37	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	WARN	PASS	PASS
Barhl1_TCAGTC20NCG_AC_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Barhl1_TCAGTC20NCG_AC_2.fastq.gz	both	140743	2.8 Mbp	2800000	0	20	43	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
Barhl1_TCAGTC20NCG_AC_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Barhl1_TCAGTC20NCG_AC_3.fastq.gz	signal	368303	7.3 Mbp	7300000	0	20	36	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	WARN	PASS	PASS
CART1_TGCGCC20NGA_Y_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/CART1_TGCGCC20NGA_Y_2.fastq.gz	signal	131957	2.6 Mbp	2600000	0	20	36	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
CDX1_TCAACC20NCAA_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/CDX1_TCAACC20NCAA_Y_3.fastq.gz	signal	146037	2.9 Mbp	2900000	0	20	40	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
CDX2_TACTTG20NCG_Y_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/CDX2_TACTTG20NCG_Y_4.fastq.gz	signal	88028	1.7 Mbp	1700000	0	20	46	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	WARN	PASS
DLX1_TCTTGA20NGA_AC_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/DLX1_TCTTGA20NGA_AC_4.fastq.gz	signal	41808	836.1 kbp	836100	0	20	40	PASS	PASS	NA	PASS	WARN	WARN	PASS	PASS	PASS	WARN	PASS
DLX2_TTCATG20NTA_AF_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/DLX2_TTCATG20NTA_AF_2.fastq.gz	signal	180859	3.6 Mbp	3600000	0	20	43	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
DLX3_TATGTT20NCG_Y_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/DLX3_TATGTT20NCG_Y_2.fastq.gz	signal	69863	1.3 Mbp	1300000	0	20	41	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
DLX4_TCTTCT20NGA_AC_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/DLX4_TCTTCT20NGA_AC_3.fastq.gz	signal	163045	3.2 Mbp	3200000	0	20	44	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
DLX5_AGGGC14N_S_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/DLX5_AGGGC14N_S_3.fastq.gz	signal	135488	1.8 Mbp	1800000	0	14	37	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
DLX6_TGCGGG20NGA_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/DLX6_TGCGGG20NGA_Y_3.fastq.gz	signal	19014	380.2 kbp	380200	0	20	42	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	WARN	PASS
DMBX1_TAACCC20NCCA_AC_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/DMBX1_TAACCC20NCCA_AC_4.fastq.gz	signal	160581	3.2 Mbp	3200000	0	20	45	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
DPRX_TCGAAG30NAAT_AI_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/DPRX_TCGAAG30NAAT_AI_2.fastq.gz	signal	362665	10.8 Mbp	10800000	0	30	49	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
DRGX_TCCCTC20NCG_Y_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/DRGX_TCCCTC20NCG_Y_2.fastq.gz	signal	51294	1 Mbp	1000000	0	20	36	PASS	PASS	NA	PASS	WARN	WARN	PASS	PASS	PASS	PASS	PASS
DUXA_TTCACA20NTA_AF_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/DUXA_TTCACA20NTA_AF_2.fastq.gz	signal	154836	3 Mbp	3000000	0	20	48	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
Dlx1_TGAGAT20NCG_P_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Dlx1_TGAGAT20NCG_P_2.fastq.gz	signal	122227	2.4 Mbp	2400000	0	20	40	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
Dlx2_TCGCCA20NCCT_AA_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Dlx2_TCGCCA20NCCT_AA_3.fastq.gz	signal	284459	5.6 Mbp	5600000	0	20	31	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
EMX1_TCGCAT30NACT_AI_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/EMX1_TCGCAT30NACT_AI_3.fastq.gz	signal	468417	14 Mbp	14000000	0	30	44	PASS	PASS	NA	PASS	WARN	PASS	WARN	PASS	PASS	PASS	PASS
EMX2_TGGTTC30NTTT_AI_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/EMX2_TGGTTC30NTTT_AI_4.fastq.gz	signal	572298	17.1 Mbp	17100000	0	30	37	PASS	PASS	NA	PASS	FAIL	WARN	FAIL	PASS	PASS	PASS	PASS
EN1_TGTAGG20NGA_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/EN1_TGTAGG20NGA_Y_3.fastq.gz	signal	117190	2.3 Mbp	2300000	0	20	49	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
EN1_TGACCT20NCCA_W_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/EN1_TGACCT20NCCA_W_3.fastq.gz	both	88359	1.7 Mbp	1700000	0	20	44	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
EN1_TGACCT20NCCA_W_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/EN1_TGACCT20NCCA_W_4.fastq.gz	signal	51592	1 Mbp	1000000	0	20	43	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
EN2_TTGAGG20NGA_R_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/EN2_TTGAGG20NGA_R_3.fastq.gz	signal	104360	2 Mbp	2000000	0	20	40	PASS	PASS	NA	PASS	WARN	WARN	PASS	PASS	FAIL	FAIL	PASS
EN2_TGCCAT20NGA_AE_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/EN2_TGCCAT20NGA_AE_3.fastq.gz	signal	227193	4.5 Mbp	4500000	0	20	51	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
ESX1_TCTCGG20NGA_AC_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/ESX1_TCTCGG20NGA_AC_2.fastq.gz	signal	142687	2.8 Mbp	2800000	0	20	37	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
ESX1_TCTTCT20NGA_AE_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/ESX1_TCTTCT20NGA_AE_2.fastq.gz	signal	4749	94.9 kbp	94900	0	20	34	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
EVX1_TGGGAC20NAGT_Z_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/EVX1_TGGGAC20NAGT_Z_3.fastq.gz	signal	60158	1.2 Mbp	1200000	0	20	39	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
EVX2_TCAAGG20NGAA_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/EVX2_TCAAGG20NGAA_Y_3.fastq.gz	signal	184395	3.6 Mbp	3600000	0	20	35	PASS	PASS	NA	PASS	WARN	WARN	PASS	PASS	PASS	PASS	PASS
En2_TCAGCT20NCG_Z_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/En2_TCAGCT20NCG_Z_4.fastq.gz	signal	7456	149.1 kbp	149100	0	20	43	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
GBX1_TAGTCC20NCG_Y_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/GBX1_TAGTCC20NCG_Y_4.fastq.gz	signal	144654	2.8 Mbp	2800000	0	20	30	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	FAIL	FAIL	PASS
GBX2_TCCCGA20NGCC_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/GBX2_TCCCGA20NGCC_Y_3.fastq.gz	signal	130503	2.6 Mbp	2600000	0	20	36	PASS	PASS	NA	PASS	WARN	WARN	PASS	PASS	PASS	PASS	PASS
